#Open,High,Low,Close,Adj Close,Volume
12050,12400,11950,347555,12400
12550,12600,12350,351700,12500
12250,12300,11900,467773,12000
12050,12100,11350,760617,11450
11550,11700,11400,342567,11550
11600,11650,11200,323619,11200
11350,11600,11300,255133,11550
11700,11900,11450,303704,11500
11500,12000,11300,639673,12000
12050,12350,11800,727049,12200
12250,12250,11700,538316,11750
11750,12000,11500,495867,11550
11650,11650,11200,663881,11300
11350,11600,11300,386324,11550
11700,11800,11300,602165,11350
11300,11450,10950,574206,10950
11000,11300,11000,239535,11300
11250,11300,11050,273805,11100
11300,11550,11250,482723,11300
11250,11350,11100,277709,11200
11400,11400,11250,239602,11350
11300,11550,11250,304597,11500
11700,11750,11450,467397,11500
11550,11550,11300,177059,11350
11450,11600,11300,227611,11300
11350,11400,11200,203897,11250
11250,11400,11200,325240,11400
11450,11600,11250,284359,11300
11200,11250,10600,545828,10900
10850,11000,10200,500028,10350
10300,10600,10150,310176,10200
10100,10550,10050,343073,10200
10300,10450,10250,196955,10350
10500,10500,10200,315088,10250
10400,10500,10100,336903,10150
10150,10300,10100,162551,10250
10050,10200,10000,306389,10050
10100,10200,9330,830109,9370
9200,9770,9160,534829,9720
9600,9780,9460,269494,9480
9450,9660,9430,199861,9580
9570,9860,9550,254878,9860
10000,10200,9970,295239,10200
10200,10350,10100,267680,10250
10300,10300,10050,217223,10100
10050,10100,9830,244524,9940
10000,10300,9980,329504,10200
10200,10200,9860,296900,9890
10000,10050,9840,189362,9870
10000,10550,10000,586069,10300
10350,10400,10150,221955,10250
10350,10400,10050,265151,10100
10200,10600,10150,586966,10450
10500,10650,10150,361182,10150
10200,10250,10000,209695,10050
10150,10200,10000,265891,10150
10200,10200,9960,325277,10000
10000,10150,9980,351871,9980
10050,10100,9840,398430,9890
9940,10050,9650,528122,9680
9760,9900,9730,264737,9810
9800,9800,9450,526861,9450
9450,9530,9370,233117,9410
9410,9490,9350,235834,9370
9430,9600,9410,236786,9520
9620,9650,9500,286491,9540
9450,9520,9420,189031,9450
9520,9850,9490,648213,9530
9500,9500,9250,301521,9390
9350,9450,9150,404803,9170
9000,9130,8780,445734,8780
8850,8970,8490,262421,8550
8600,8710,8550,181834,8670
8540,8670,8210,461498,8250
8240,8380,8100,263468,8140
8100,8130,7800,531942,7800
7900,8130,7850,362428,7950
7990,8050,7640,321463,7660
7640,7760,7410,419477,7580
7580,7590,7260,475590,7290
7160,7170,6850,607460,6870
6700,6850,6600,582654,6730
6730,6830,6450,493386,6450
6330,6630,6210,541146,6300
6420,6480,6260,491708,6290
6390,6630,6370,454239,6540
6620,6840,6560,600423,6650
6590,6790,6590,278779,6790
6790,6840,6590,361506,6620
6670,6740,6410,334011,6410
6420,6630,6410,305509,6620
6660,7430,6660,1593355,7330
7310,7380,7080,536378,7150
7160,7290,6960,580111,7240
7280,7290,6910,535538,6980
7060,7670,7040,1246902,7480
7470,7470,7280,555162,7280
7280,7680,7230,795157,7680
7780,7780,7510,471516,7600
7630,7690,7490,364187,7580
7680,7680,7350,488380,7360
7440,7660,7400,555427,7540
7670,8140,7660,1115639,8100
8060,8100,7930,437930,7950
8050,8300,7980,644565,8060
8060,8340,7900,630550,8140
8300,8300,8030,374642,8070
8070,8110,7760,500862,7870
7910,8060,7810,334712,8060
8100,8130,7940,341848,7950
7930,8230,7740,653982,8120
8250,8270,8030,424408,8090
8090,8150,7950,354098,7980
7950,8000,7860,284428,7940
7850,7900,7520,893053,7580
7630,7750,7570,289954,7650
7650,7700,7380,432831,7400
7410,7600,7400,316357,7530
7530,7640,7520,318030,7540
7600,8240,7540,1534824,8140
8060,8610,7990,1697362,8500
8480,8500,8280,824153,8340
8330,8500,7990,1054074,8000
8100,8130,7600,959332,7710
7550,7650,7310,715542,7400
7560,7590,7440,409646,7460
7560,7630,7470,573738,7560
7500,7580,7410,500611,7410
7280,7600,7230,472134,7400
7550,7720,7510,581613,7580
7610,7620,7430,316405,7430
7480,7650,7430,310129,7630
7650,7840,7650,454508,7740
7750,7780,7600,364361,7620
7700,7900,7610,512559,7850
7870,7890,7680,403186,7760
7770,8040,7770,683578,7910
8020,8080,7930,698619,7950
8080,8440,8010,1404354,8290
8380,8510,8250,981659,8270
8300,8390,8160,579119,8210
8250,8420,8180,488868,8180
8090,8140,7860,766863,7960
8020,8430,7960,1057409,8370
8480,8690,8400,1737776,8520
8530,9050,8520,2197300,8950
9080,9450,9030,1885189,9210
9200,9390,9010,1227535,9270
9220,9320,9020,747516,9020
8920,9350,8820,1234118,9180
9290,9290,8780,1086618,8790
8770,8770,8480,818651,8600
8570,8680,8430,617259,8530
8470,8930,8310,1035000,8930
8880,8910,8760,652550,8780
8860,9180,8750,1125467,9020
9070,9360,8900,1075505,9210
9320,9510,9000,1147404,9030
8960,9220,8950,583677,8980
9150,9740,9080,1931626,9600
9650,9730,9370,1008471,9610
9630,9630,9080,1391068,9110
8120,8710,8080,3549865,8510
8630,8700,8300,1088691,8310
8390,8540,8310,519506,8540
8540,8550,8240,640477,8310
8300,8360,7930,959953,8100
8150,8340,8070,586755,8260
8320,8380,8140,434068,8140
8090,8090,7770,807008,7770
7810,7950,7610,590468,7950
7860,7930,7650,365419,7750
7750,7890,7590,378959,7660
7610,7760,7600,277828,7610
7670,7670,7020,917573,7020
7040,7330,7030,532412,7260
7350,7350,6770,613836,6820
6800,7000,6800,292416,6880
6840,6910,6600,386279,6600
6650,6790,6610,430373,6670
6690,6820,6670,320421,6710
6780,6950,6710,336768,6710
6680,7080,6680,591771,7040
7070,7120,6960,329426,7040
7020,7080,6810,258829,6860
6910,7140,6880,268709,7100
7040,7160,6930,299434,6960
7000,7080,6890,264053,7070
7070,7070,6880,284338,6960
6960,7040,6920,259495,6990
7030,7030,6760,441593,6810
6900,6900,6630,347356,6630
6630,6700,6450,457224,6480
6490,6570,6420,359479,6440
6420,6500,6320,308729,6410
6440,6540,6410,268780,6510
6570,6660,6470,290819,6480
6430,6490,6160,529563,6200
6220,6240,5930,533131,5930
5830,6130,5830,355203,6030
6030,6090,5950,237627,5980
5980,6030,5840,247252,5850
5990,6080,5840,333181,5890
5890,5970,5830,274745,5940
6020,6040,5800,356102,5800
5770,5930,5760,378627,5810
5890,5980,5810,430689,5940
5980,6080,5860,378367,6010
6040,6110,5940,356171,6010
6020,6370,5960,735403,6320
6350,6470,6260,419312,6410
6430,6450,6100,429745,6110
6090,6190,5970,414556,6110
6120,6130,5900,436743,5930
5890,6130,5890,342898,6130
6200,6200,5920,527279,5930
5920,5990,5870,448674,5940
5950,6050,5870,297653,5880
5890,5970,5820,307892,5840
5850,5900,5780,258031,5790
5850,6040,5820,479431,5990
6030,6040,5950,226875,5980
5980,6210,5970,537570,6080
6060,6150,5990,286035,6150
6150,6180,6030,460637,6070
6080,6160,6030,242643,6050
6060,6100,5920,299572,5940
5900,5920,5830,250633,5850
5720,5730,5550,484098,5550
5550,5610,5370,370157,5460
5510,5630,5510,210716,5610
5610,5610,5290,518650,5320
5180,5210,5100,389088,5130
5180,5260,5110,315761,5140
5140,5200,5020,531032,5060
5140,5170,5070,302260,5150
5180,5190,4990,580564,5030
5030,5180,5000,508709,5140
5200,5560,5160,1408996,5470
5410,5480,5330,537365,5330
5430,5710,5380,809774,5620
5710,5890,5650,965877,5710
5750,5810,5590,509784,5700
5710,5800,5630,346786,5660
5640,5700,5590,290132,5660
5670,5770,5530,398788,5560
5560,5600,5400,389469,5460
5500,5590,5470,286737,5510
5520,5530,5390,328575,5520
5520,5780,5500,729395,5750
5740,5750,5610,342507,5610
5600,5600,5420,375241,5490
5440,5610,5420,279261,5590
5650,5680,5510,365460,5520
5550,5810,5510,680954,5800
5830,5850,5660,479357,5740
5750,5860,5610,665556,5610
5240,5350,4975,2072675,5020
5030,5090,4725,1366889,4760
4810,4850,4615,887779,4665
4615,4740,4615,568437,4655
4655,4705,4525,407198,4535
4555,4655,4495,780836,4525
4565,4610,4515,384827,4550
4580,4595,4395,588210,4410
4445,4460,4365,478663,4455
4475,4845,4475,1157005,4735
4690,4780,4645,465801,4690
4740,4775,4645,459025,4740
4775,4805,4655,440788,4660
4660,4760,4640,344905,4750
4760,4770,4700,236593,4740
4770,4970,4720,882403,4945
4960,4960,4840,604477,4840
4820,4840,4755,438690,4785
4790,4895,4770,389785,4790
4790,4935,4730,450620,4860
4885,4895,4770,320135,4835
4840,5120,4805,791397,4990
4975,5030,4895,483502,5010
4960,5010,4865,340767,4895
4865,4895,4800,274949,4820
4860,4985,4825,441445,4940
4990,4995,4880,292539,4880
4905,4920,4825,250462,4900
4900,5030,4870,364924,4995
5010,5050,4875,288001,4875
4900,4910,4750,402120,4790
4795,4840,4690,343398,4720
